File Name	Tempo medio	Mediana	Deviazione	yerr
clang_O0_auto_liveJournal.txt	0,13314000000000004	0,13335	0,0015284667239805368	0,0003417755496166888
clang_O0_auto_orkut.txt	0,35488	0,35550000000000004	0,005353070933684013	0,001196983049609572
clang_O0_auto_youtube.txt	0,032845	0,030350000000000002	0,006305843154942632	0,0014100293949903463
clang_O0_dynamic_liveJournal.txt	0,147625	0,1396	0,023203309087963704	0,005188417642362548
clang_O0_dynamic_orkut.txt	0,35438	0,35350000000000004	0,004106810774413903	0,000918310806231804
clang_O0_dynamic_youtube.txt	0,032795000000000005	0,0298	0,010884246220546175	0,0024337914432986415
clang_O0_guided_liveJournal.txt	0,14001000000000002	0,1341	0,022570891827633586	0,005047004843938316
clang_O0_guided_orkut.txt	0,35386000000000006	0,35345000000000004	0,008030756666191484	0,0017957317816363744
clang_O0_guided_youtube.txt	0,033445	0,03005	0,012561238415312233	0,002808778297821989
clang_O0_static_liveJournal.txt	0,13264000000000004	0,13265	0,0015749352534728447	0,0003521662286926142
clang_O0_static_orkut.txt	0,36153	0,36060000000000003	0,008041150742471997	0,0017980559677490291
clang_O0_static_youtube.txt	0,034539999999999994	0,03005	0,014366532746557003	0,0032124543822278214
clang_O1_auto_liveJournal.txt	0,08728999999999998	0,0827	0,011449242677781654	0,00256012849184115
clang_O1_auto_orkut.txt	0,19090500000000002	0,1899	0,007164493958697328	0,0016020295516033795
clang_O1_auto_youtube.txt	0,019459999999999998	0,01625	0,010801042834642843	0,0024151866006148414
clang_O1_dynamic_liveJournal.txt	0,0966	0,08225	0,043856656459304706	0,009806646510886056
clang_O1_dynamic_orkut.txt	0,7398050000000002	0,7321	0,031523399412600094	0,007048846396845074
clang_O1_dynamic_youtube.txt	0,063995	0,057749999999999996	0,015145347557305478	0,003386602668099544
clang_O1_guided_liveJournal.txt	0,09129999999999999	0,08915000000000001	0,010689542356409544	0,0023902543357295024
clang_O1_guided_orkut.txt	0,20023999999999997	0,19785	0,02036347090670992	0,004553410520524266
clang_O1_guided_youtube.txt	0,020465000000000004	0,016050000000000002	0,013079283539045127	0,0029246167090298926
clang_O1_static_liveJournal.txt	0,1867	0,18545	0,02206764719292881	0,0049344759226871236
clang_O1_static_orkut.txt	0,781975	0,7638	0,06985111893011786	0,01561918502321659
clang_O1_static_youtube.txt	0,059655	0,05775	0,009227617300941321	0,0020633579555257926
clang_O2_auto_liveJournal.txt	0,06581499999999998	0,06555	0,0011150997123221997	0,00024934387584428985
clang_O2_auto_orkut.txt	0,18256999999999998	0,18285	0,002508113151145172	0,0005608311501221809
clang_O2_auto_youtube.txt	0,017135	0,0138	0,012425621873667669	0,002778453517222921
clang_O2_dynamic_liveJournal.txt	0,08087000000000001	0,07535	0,027820838460254554	0,006220928598816976
clang_O2_dynamic_orkut.txt	0,17133500000000002	0,17115	0,005901852965048577	0,0013196944423057306
clang_O2_dynamic_youtube.txt	0,01781	0,0135	0,012041065698595567	0,002692464142360068
clang_O2_guided_liveJournal.txt	0,06637500000000002	0,0655	0,003677080506683472	0,0008222201971683613
clang_O2_guided_orkut.txt	0,18334499999999998	0,18265	0,006388680367815035	0,0014285523588952777
clang_O2_guided_youtube.txt	0,018565	0,0133	0,013826263147777094	0,0030916464273229804
clang_O2_static_liveJournal.txt	0,06536000000000002	0,0654	0,0007748684098810463	0,0001732658438111189
clang_O2_static_orkut.txt	0,177995	0,17754999999999999	0,004796212870039949	0,001072465801196869
clang_O2_static_youtube.txt	0,016040000000000006	0,0135	0,010178429203596769	0,002275965960341142
clang_O3_auto_liveJournal.txt	0,06599	0,06409999999999999	0,005879572129079857	0,0013147122959235728
clang_O3_auto_orkut.txt	0,180885	0,18115	0,005224564952928464	0,0011682482387611033
clang_O3_auto_youtube.txt	0,016390000000000002	0,01375	0,00963398043112858	0,002154223513790623
clang_O3_dynamic_liveJournal.txt	0,06553500000000001	0,06445000000000001	0,006813320930740246	0,0015235048753657326
clang_O3_dynamic_orkut.txt	0,18051999999999996	0,18114999999999998	0,006882823777919545	0,001539046184458002
clang_O3_dynamic_youtube.txt	0,017750000000000002	0,01335	0,01278924301286457	0,0028597616757529394
clang_O3_guided_liveJournal.txt	0,068325	0,06415	0,01824658223223995	0,004080059822832838
clang_O3_guided_orkut.txt	0,175345	0,17604999999999998	0,0043435948003322875	0,0009712573240257621
clang_O3_guided_youtube.txt	0,018215	0,0133	0,011684775294553617	0,0026127951860432015
clang_O3_static_liveJournal.txt	0,064175	0,06420000000000001	0,0009077879418500891	0,00020298755471314254
clang_O3_static_orkut.txt	0,179115	0,1786	0,008308605241111868	0,0018578606117337167
clang_O3_static_youtube.txt	0,018355000000000003	0,013149999999999998	0,014738402220050855	0,0032956069243767526
gcc_O0_auto_liveJournal.txt	0,13025500000000004	0,13040000000000002	0,0019367566485724175	0,00043307195220825966
gcc_O0_auto_orkut.txt	0,36578999999999995	0,36560000000000004	0,004183413363321995	0,0009354396658369006
gcc_O0_auto_youtube.txt	0,03168	0,028249999999999997	0,01140916529074669	0,002551166915664075
gcc_O0_dynamic_liveJournal.txt	0,17129999999999998	0,14155	0,050548153175696574	0,01130291066379294
gcc_O0_dynamic_orkut.txt	0,3588	0,35550000000000004	0,01597949343772561	0,0035731233572766264
gcc_O0_dynamic_youtube.txt	0,03291999999999999	0,028999999999999998	0,013430624862995998	0,003003179017395785
gcc_O0_guided_liveJournal.txt	0,133385	0,13005	0,012314530356239207	0,0027536126987535567
gcc_O0_guided_orkut.txt	0,36013999999999996	0,3608	0,0037754609338672687	0,000844218729452205
gcc_O0_guided_youtube.txt	0,031974999999999996	0,0285	0,008392344569214318	0,0018765852947364402
gcc_O0_static_liveJournal.txt	0,130735	0,1309	0,0025344520844594915	0,000566720714656746
gcc_O0_static_orkut.txt	0,36128	0,36045	0,0029012882800939534	0,0006487477816613529
gcc_O0_static_youtube.txt	0,031365	0,0287	0,007580603711550879	0,0016950745209514972
gcc_O1_auto_liveJournal.txt	0,08130499999999999	0,081	0,0012210758845335838	0,00027304086835027775
gcc_O1_auto_orkut.txt	0,20047	0,20074999999999998	0,008384955198700262	0,0018749329812584041
gcc_O1_auto_youtube.txt	0,020550000000000002	0,0162	0,01404022416975036	0,003139489566289735
gcc_O1_dynamic_liveJournal.txt	0,08065499999999999	0,07925	0,0049797986642877564	0,0011135168327610077
gcc_O1_dynamic_orkut.txt	0,20100499999999996	0,2032	0,00866003980785794	0,001936443769822457
gcc_O1_dynamic_youtube.txt	0,020385	0,016149999999999998	0,010093993784737326	0,002257085626713304
gcc_O1_guided_liveJournal.txt	0,092625	0,0875	0,01340973232591283	0,002998507304081745
gcc_O1_guided_orkut.txt	0,19754	0,19405	0,008565745735194339	0,0019153589741873454
gcc_O1_guided_youtube.txt	0,025255	0,01745	0,01545327337151378	0,0034554569733592174
gcc_O1_static_liveJournal.txt	0,086925	0,08024999999999999	0,019169270227440364	0,004286379130761951
gcc_O1_static_orkut.txt	0,20361	0,20055	0,01344587199419251	0,0030065883795775106
gcc_O1_static_youtube.txt	0,019875	0,0155	0,012928258522363041	0,0028908464886694745
gcc_O2_auto_liveJournal.txt	0,06502500000000001	0,06390000000000001	0,004901758545879761	0,0010960665317877665
gcc_O2_auto_orkut.txt	0,19029000000000001	0,1882	0,008785148951797182	0,001964419024867952
gcc_O2_auto_youtube.txt	0,01757	0,012750000000000001	0,01467583405681455	0,0032816162577543845
gcc_O2_dynamic_liveJournal.txt	0,07073	0,0644	0,013659240173057328	0,0030542989547952177
gcc_O2_dynamic_orkut.txt	0,20351	0,20245000000000002	0,022244074314416034	0,004973926226359128
gcc_O2_dynamic_youtube.txt	0,01807	0,0137	0,010439252846827687	0,002334287899981491
gcc_O2_guided_liveJournal.txt	0,06673000000000001	0,06425	0,008676289529516637	0,001940077318046887
gcc_O2_guided_orkut.txt	0,180115	0,18105	0,004593505140269703	0,0010271389748637762
gcc_O2_guided_youtube.txt	0,017875000000000005	0,0133	0,009964615026762397	0,0022281556569456605
gcc_O2_static_liveJournal.txt	0,07217499999999999	0,06659999999999999	0,017545995944494304	0,0039234039664824884
gcc_O2_static_orkut.txt	0,176495	0,17675000000000002	0,0034259804589727547	0,0007660725195849008
gcc_O2_static_youtube.txt	0,01727	0,01325	0,013698255747587566	0,0030630231024782995
gcc_O3_auto_liveJournal.txt	0,06245000000000002	0,06185	0,004530655814036547	0,0010130854382840364
gcc_O3_auto_orkut.txt	0,180535	0,17765	0,008248653797662027	0,0018444550614434086
gcc_O3_auto_youtube.txt	0,01715	0,01295	0,011941986963297983	0,0026703094636350575
gcc_O3_dynamic_liveJournal.txt	0,062615	0,06275	0,0016073106011039234	0,0003594055765024421
gcc_O3_dynamic_orkut.txt	0,18845	0,18985000000000002	0,00849746092107891	0,0019000900255680415
gcc_O3_dynamic_youtube.txt	0,017565	0,01245	0,013460909291254007	0,0030099508214202473
gcc_O3_guided_liveJournal.txt	0,06230500000000001	0,0618	0,004472897918516997	0,0010001703802221319
gcc_O3_guided_orkut.txt	0,183995	0,18405	0,004317586435912886	0,0009654416769432252
gcc_O3_guided_youtube.txt	0,017365000000000002	0,0134	0,008686485268265265	0,0019423571545391627
gcc_O3_static_liveJournal.txt	0,06663	0,0621	0,017892930094549106	0,004000980800806354
gcc_O3_static_orkut.txt	0,17913999999999997	0,174	0,015075578019816651	0,0033710017252411703
gcc_O3_static_youtube.txt	0,017720000000000003	0,013600000000000001	0,011642101456171453	0,0026032530256948658
